Wall time,Step,Value
1703173459.7498374,6299648,-0.003120698733255267
1703173500.7921357,6381568,0.0009088326478376985
1703173520.8068173,6422528,0.0015820999396964908
1703173540.8271663,6463488,-0.0005790175055153668
1703173639.3224099,6668288,0.002135911723598838
1703173658.1057982,6709248,0.0008027494768612087
1703173676.9034245,6750208,0.0011466866126284003
1703173733.8521836,6873088,0.0008710841066204011
1703173752.6971436,6914048,0.0001229414774570614
1703173771.584476,6955008,0.0007879764889366925
1703173809.3690872,7036928,0.0023589504417032003
1703173828.2737808,7077888,-0.0014112640637904406
1703173847.3480222,7118848,-0.0021385622676461935
1703173884.8878539,7200768,0.0004876952734775841
1703173903.7180288,7241728,0.0006844635936431587
1703173962.1834948,7364608,0.0007841406622901559
1703173982.213061,7405568,0.000830070290248841
1703174000.987167,7446528,0.0007965590921230614
1703174019.419415,7487488,0.0015339546371251345
1703174037.6945696,7528448,0.0022246025037020445
1703174092.9252186,7651328,1.7344020307064056e-05
1703174111.1131232,7692288,-0.0003067979705519974
1703174147.7565067,7774208,-0.0006491284002549946
1703174166.1637225,7815168,0.0009032193920575082
1703174184.5987136,7856128,-0.0018098558066412807
1703174202.9179852,7897088,-0.002229333622381091
1703174221.4671507,7938048,0.0010901055065914989
1703174350.4988406,8224768,0.0004096341726835817
1703174369.0111914,8265728,0.00442031305283308
1703174387.4066439,8306688,0.0022785014007240534
1703174406.0095782,8347648,0.0020679717417806387
1703174424.4116838,8388608,0.0007156009087339044
1703174442.8336036,8429568,0.001437235390767455
1703174479.6929798,8511488,-0.0008606870542280376
1703174498.0060787,8552448,4.147179424762726e-06
1703174534.6893916,8634368,-0.003659561276435852
1703174590.0817623,8757248,-0.00028179652872495353
1703174608.6229732,8798208,-0.0003062677278649062
1703174626.9831405,8839168,-0.000499444140587002
1703174645.2659307,8880128,-0.0004932423471473157
1703174682.0367846,8962048,7.072263542795554e-05
1703174700.3342755,9003008,0.00107090943492949
1703174718.6151483,9043968,2.1566171199083328e-05
1703174737.0638375,9084928,0.001283886143937707
1703174773.915007,9166848,-0.0007005020161159337
1703174792.3203726,9207808,-0.0013878109166398644
1703174829.1510262,9289728,0.0005397169734351337
1703174865.8278983,9371648,-0.0008582983282394707
1703174902.9557407,9453568,-0.0001494293101131916
1703174921.2962902,9494528,-0.0005101034766994417
1703174939.6023898,9535488,0.0008079275721684098
1703174957.9572065,9576448,-0.0006598822074010968
1703174994.6104016,9658368,0.0008242012117989361
1703175012.8487365,9699328,0.0010347310453653336
1703175049.7433856,9781248,0.0008035278297029436
1703175068.0409863,9822208,0.0008120989659801126
1703175123.6174886,9945088,0.00233528227545321
1703175141.9519763,9986048,0.0004358096048235893
1703175233.5891006,10190848,-0.0009446758194826543
1703175306.8911405,10354688,0.0006879272987134755
1703175325.1981328,10395648,0.0036572404205799103
1703175380.4821744,10518528,0.0009651758591644466
1703175398.8261273,10559488,0.0006512998952530324
1703175435.5604334,10641408,0.002475468907505274
1703175454.1589298,10682368,0.0011704167118296027
1703175472.4874935,10723328,0.0007783484761603177
1703175490.7892377,10764288,0.0011019083904102445
1703175509.1607685,10805248,0.0002269371907459572
1703175527.5576289,10846208,0.0009969662642106414
1703175546.0182655,10887168,0.0024354439228773117
1703175582.9098063,10969088,0.005338763352483511
1703175601.2374003,11010048,-0.003967373166233301
1703175619.6741445,11051008,-5.652215259033255e-05
1703175711.5877886,11255808,0.001115433289669454
1703175785.061987,11419648,0.0009380882838740945
1703175803.421713,11460608,0.0016623231349512935
1703175840.1019256,11542528,0.0019501509377732873
1703175858.5716543,11583488,0.0016923462972044945
1703175877.1960332,11624448,0.0021978546865284443
1703175895.6132843,11665408,0.0050663272850215435
1703175914.0349672,11706368,-0.0016416549915447831
