Wall time,Step,Value
1703002318.9874403,0,0.3843120038509369
1703002358.6233926,81920,0.1240084171295166
1703002379.0211198,122880,0.06307943910360336
1703002399.5576026,163840,0.04272735118865967
1703002463.0972528,286720,0.010024875402450562
1703002501.2232943,368640,0.015483418479561806
1703002520.018569,409600,0.009122026152908802
1703002538.915054,450560,0.016107609495520592
1703002595.592775,573440,0.009428927674889565
1703002614.4825776,614400,0.007334049325436354
1703002633.3697846,655360,0.0040543414652347565
1703002671.1636984,737280,0.0012111375108361244
1703002689.9879897,778240,0.18561820685863495
1703002708.909341,819200,0.0887325257062912
1703002746.724849,901120,0.007996677421033382
1703002765.5693512,942080,0.003881418379023671
1703002822.0663946,1064960,-0.009114526212215424
1703002840.884082,1105920,-0.013617861084640026
1703002859.7615829,1146880,-0.014115670695900917
1703002878.6015847,1187840,-0.007470138370990753
1703002897.5150247,1228800,-0.0019594014156609774
1703002935.1926818,1310720,0.0014813030138611794
1703002954.094488,1351680,-0.004462854471057653
1703002973.0231216,1392640,-0.008480233140289783
1703003010.7541285,1474560,-0.0067247687838971615
1703003029.7015388,1515520,0.011737729422748089
1703003048.5738153,1556480,0.008343290537595749
1703003067.426554,1597440,-0.007396911736577749
1703003086.1906383,1638400,-0.0023729782551527023
1703003142.6310177,1761280,-0.006115790922194719
1703003218.1174014,1925120,-0.006160827819257975
1703003236.9705787,1966080,0.003877665614709258
1703003255.8364904,2007040,-0.001482593361288309
1703003274.7493951,2048000,-0.001266663777641952
1703003293.6129065,2088960,-0.005587015300989151
1703003312.4766898,2129920,-0.001549765351228416
1703003331.3828592,2170880,-0.0071509964764118195
1703003350.2952244,2211840,-0.006843657698482275
1703003369.1930232,2252800,-0.0064551979303359985
1703003406.9470384,2334720,-0.0038268405478447676
1703003463.5139666,2457600,-0.00886392779648304
1703003482.3652418,2498560,-0.0029272844549268484
1703003501.2201877,2539520,-0.008153329603374004
1703003520.1624358,2580480,-0.008433847688138485
1703003557.9543092,2662400,-0.00246251467615366
1703003576.8405364,2703360,-0.006911809090524912
1703003595.6814408,2744320,-0.0037636873312294483
1703003614.5243566,2785280,-0.005744046997278929
1703003652.312832,2867200,-0.005090385675430298
1703003671.142965,2908160,-0.005935325752943754
1703003708.969585,2990080,-0.008882387541234493
1703003746.6778667,3072000,0.0021166044753044844
1703003784.514008,3153920,-0.007258714642375708
1703003803.3638234,3194880,-0.0065041217021644115
1703003822.3340404,3235840,-0.007830186747014523
1703003841.47153,3276800,-0.005640238057821989
1703003860.3623843,3317760,-0.007920804433524609
1703003879.3397708,3358720,-0.008625436574220657
1703003898.2323885,3399680,-0.004828397184610367
1703003935.999415,3481600,-0.009041337296366692
1703003954.8966153,3522560,-0.009248236194252968
1703003973.9384243,3563520,-0.0033770427107810974
1703004011.659153,3645440,-0.0024364665150642395
1703004030.6088738,3686400,-0.0062668160535395145
1703004068.3027918,3768320,-0.0015963077312335372
1703004106.129321,3850240,-0.0022300747223198414
1703004125.0238247,3891200,-0.004560037981718779
1703004144.0248694,3932160,-0.00613108417019248
1703004200.6687624,4055040,-0.005522941704839468
1703004219.5577185,4096000,-0.006790536921471357
1703004276.2797997,4218880,-0.0009121982729993761
1703004295.187063,4259840,-0.0016547053819522262
1703004332.8290625,4341760,-0.002607118571177125
1703004351.677921,4382720,-0.0032028467394411564
1703004370.524522,4423680,-0.0005558545817621052
1703004389.4006317,4464640,-0.0009847832843661308
1703004408.2209365,4505600,-0.003599219722673297
1703004427.0706048,4546560,0.0013495862949639559
1703004445.8756611,4587520,-0.001212549046613276
1703004483.5431163,4669440,0.014668921008706093
1703004502.3272786,4710400,0.0021636371966451406
