Wall time,Step,Value
1702909945.4916816,24576,0.13897556066513062
1702909948.8126519,32768,0.10892635583877563
1702909969.5455124,81920,0.00981450267136097
1702909983.2437508,114688,0.005374733824282885
1702909986.5741448,122880,0.0036196738947182894
1702909996.6489325,147456,0.0022578376810997725
1702910000.0242305,155648,0.0022780150175094604
1702910003.4433098,163840,0.0050850072875618935
1702910010.769313,180224,0.004102827049791813
1702910014.643463,188416,0.0036880390252918005
1702910024.7775002,212992,0.00349613418802619
1702910028.4367495,221184,0.003930539824068546
1702910073.677866,327680,0.012363320216536522
1702910097.6954715,385024,0.001764964428730309
1702910101.1549459,393216,0.00239377748221159
1702910104.561823,401408,0.003413415513932705
1702910111.6066625,417792,0.002321068197488785
1702910121.9542086,442368,0.0019258803222328424
1702910132.070281,466944,0.0022929231636226177
1702910142.1484137,491520,0.004124312661588192
1702910145.527142,499712,0.003331536892801523
1702910148.8640854,507904,0.003583846613764763
1702910152.2383149,516096,0.0033198921009898186
1702910162.258111,540672,0.004474678076803684
1702910165.6307266,548864,0.00590780982747674
1702910168.9086163,557056,0.005837262142449617
1702910175.680295,573440,0.005018698517233133
1702910179.0311408,581632,0.0045189764350652695
1702910199.1954126,630784,0.005544956773519516
1702910215.9237676,671744,0.004874185658991337
1702910239.4269292,729088,0.005019049160182476
1702910272.9283683,811008,0.01263379491865635
1702910286.5695806,843776,0.02781110815703869
1702910297.0644197,868352,0.02049887552857399
1702910300.4928083,876544,0.016412116587162018
1702910307.5178995,892928,0.021234821528196335
1702910331.7230792,950272,0.005842926446348429
1702910348.2600324,991232,0.003282736986875534
1702910361.4180748,1024000,0.002928361762315035
1702910364.7639382,1032192,0.0020100800320506096
1702910371.4901607,1048576,0.002974004950374365
1702910377.9965763,1064960,0.0017504937713965774
1702910398.107662,1114112,0.0009567142114974558
1702910401.4335153,1122304,0.0010071629658341408
1702910424.8276644,1179648,0.003437402658164501
1702910431.5446196,1196032,0.004337171092629433
1702910434.8256216,1204224,0.005984471645206213
1702910444.9400773,1228800,0.011713843792676926
1702910468.3779948,1286144,0.001186339184641838
1702910478.405787,1310720,0.002375335432589054
1702910485.1286066,1327104,0.003742440603673458
1702910491.9573305,1343488,0.00854242593050003
1702910512.128909,1392640,0.03405524045228958
1702910515.4708478,1400832,0.04793741926550865
1702910518.7781496,1409024,0.042493220418691635
1702910535.488231,1449984,0.09323999285697937
1702910558.9220514,1507328,0.1392194628715515
1702910562.2720902,1515520,0.11838119477033615
1702910565.6364005,1523712,0.1320805549621582
1702910579.0408652,1556480,0.01568252593278885
1702910582.3940995,1564672,0.008376956917345524
1702910585.7058828,1572864,0.006165525875985622
1702910609.1610367,1630208,0.006044197361916304
1702910619.3799489,1654784,0.007370739709585905
1702910622.724146,1662976,0.008213127963244915
1702910626.1476538,1671168,0.010367201641201973
1702910629.522227,1679360,0.013876114040613174
1702910636.1912913,1695744,0.013533016666769981
1702910649.4886162,1728512,0.017784520983695984
1702910656.1480086,1744896,0.01631869561970234
1702910662.8273506,1761280,0.022667139768600464
1702910676.1528244,1794048,0.03178544342517853
1702910679.4759042,1802240,0.0237738024443388
1702910682.8285952,1810432,0.02924184501171112
1702910693.0332932,1835008,0.1976202130317688
1702910709.7785518,1875968,0.007991660386323929
1702910743.3702183,1957888,0.002128737512975931
1702910760.076145,1998848,0.005989117547869682
1702910763.4360704,2007040,0.006051836535334587
1702910766.7919939,2015232,0.005240048281848431
1702910806.9124825,2113536,0.04142133891582489
1702910810.2813447,2121728,0.05405185744166374
1702910813.603367,2129920,0.06241028755903244
1702910850.3576903,2220032,0.002701258286833763
1702910860.3884304,2244608,0.002211657352745533
1702910867.0347264,2260992,0.0013286994071677327
1702910873.7110157,2277376,0.0015335739590227604
1702910887.0009902,2310144,0.0016099378699436784
1702910896.9634264,2334720,0.0016755263786762953
1702910907.0125012,2359296,0.0017581485444679856
1702910913.7099164,2375680,0.0028514773584902287
1702910930.4144666,2416640,0.0017844552639871836
1702910937.1066399,2433024,0.0019087791442871094
1702910940.4366271,2441216,0.0018690008437260985
1702910967.47833,2506752,0.001565203070640564
1702910974.152099,2523136,0.001464754925109446
1702910987.5424106,2555904,0.001611415995284915
1702911001.0485873,2588672,0.0012013677041977644
1702911007.7984734,2605056,0.0012634987942874432
1702911011.1308882,2613248,0.0012319065863266587
1702911021.128958,2637824,0.001425327267497778
1702911071.5078568,2760704,0.001303304685279727
1702911074.8838904,2768896,0.0006183426012285054
1702911091.5794218,2809856,0.0005098132533021271
1702911098.287928,2826240,0.0006564677460119128
1702911101.6487346,2834432,0.0007033745059743524
1702911121.6962123,2883584,0.0008227354264818132
1702911128.3651664,2899968,0.0010515134781599045
1702911141.7473314,2932736,0.0006429316126741469
1702911155.089653,2965504,0.0009378447430208325
1702911158.4459522,2973696,0.0010077146580442786
1702911161.795388,2981888,0.001255440292879939
1702911165.129896,2990080,0.0013193420600146055
